tweetid	tweet	tokens	langid	sentiment
57	RT @HHGroups: Estamos buscando aligerar el servidor... Pero sinceramente, es que tanta peña online, ni con el doble de recursos... @Kronnomc	['RT', '@HHGroups', ':', 'Estamos', 'buscando', 'aligerar', 'el', 'servidor', '..', '.', 'Pero', 'sinceramente', ',', 'es', 'que', 'tanta', 'peña', 'online', ',', 'ni', 'con', 'el', 'doble', 'de', 'recursos', '..', '.', '@Kronnomc']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other', 'other']	positive
58	"RT @CycloMusic: JAJAJAJA @PiterGmusic según el nivel de un fan en ""Little Big Planet""...@ZarcortGame https://t.co/AJACvNRowy"	"['RT', '@CycloMusic', ':', 'JAJAJAJA', '@PiterGmusic', 'según', 'el', 'nivel', 'de', 'un', 'fan', 'en', '""', 'Little', 'Big', 'Planet', '""', '..', '.', '@ZarcortGame', 'https://t.co/AJACvNRowy']"	['other', 'other', 'other', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang1', 'lang1', 'lang1', 'other', 'other', 'other', 'other', 'other']	negative
59	JAJJAAJAJJAJAJ No entienden lo mucho que me rei cn mi propio tweet!	['JAJJAAJAJJAJAJ', 'No', 'entienden', 'lo', 'mucho', 'que', 'me', 'rei', 'cn', 'mi', 'propio', 'tweet', '!']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'other']	neutral
60	Muy bueno bro! @SantaRM_Oficial quiero ver eso en el TOP!! ☺️✌🏻️Respect!	['Muy', 'bueno', 'bro', '!', '@SantaRM_Oficial', 'quiero', 'ver', 'eso', 'en', 'el', 'TOP', '!!', '☺', '️✌🏻️', 'Respect', '!']	['lang2', 'lang2', 'lang2', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'other', 'other', 'other', 'lang1', 'other']	positive
61	RT @alejandra_rv11: SENIOR AUCTION MAÑANA 🚨🚨🚨🚨🚨 #FreeTheSlaves #SeniorAction CupeyvilleWise http://t.co/vlofoOEKZV	['RT', '@alejandra_rv11', ':', 'SENIOR', 'AUCTION', 'MAÑANA', '🚨🚨🚨🚨🚨', '#FreeTheSlaves', '#SeniorAction', 'CupeyvilleWise', 'http://t.co/vlofoOEKZV']	['other', 'other', 'other', 'lang1', 'lang1', 'lang2', 'other', 'lang1', 'lang1', 'lang1', 'other']	positive
62	RT @pantoja__: bellaqueo todos los días después de la escuela para bajar el stress la haría.	['RT', '@pantoja__', ':', 'bellaqueo', 'todos', 'los', 'días', 'después', 'de', 'la', 'escuela', 'para', 'bajar', 'el', 'stress', 'la', 'haría', '.']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'other']	positive
63	Este reff esta...WOW ;) http://t.co/76uUx6Btal	['Este', 'reff', 'esta', '..', '.', 'WOW', ';)', 'http://t.co/76uUx6Btal']	['lang2', 'lang1', 'lang2', 'other', 'other', 'lang1', 'other', 'other']	positive
64	RT @ariana_isabelle: ¿Para esto me cancelaron mi ring?	['RT', '@ariana_isabelle', ':', '¿', 'Para', 'esto', 'me', 'cancelaron', 'mi', 'ring', '?']	['other', 'other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'other']	negative
65	Corre y No dejes que te lo cuente... Se Parte de la Historia #AlexSensationMiamiBash  Tickets… http://t.co/fqGJopstXO	['Corre', 'y', 'No', 'dejes', 'que', 'te', 'lo', 'cuente', '..', '.', 'Se', 'Parte', 'de', 'la', 'Historia', '#AlexSensationMiamiBash', 'Tickets', '…', 'http://t.co/fqGJopstXO']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang1', 'other', 'other']	positive
66	#elvacilondelagatita #halloween party hialeahpark https://t.co/rMVGc3zDpK	['#elvacilondelagatita', '#halloween', 'party', 'hialeahpark', 'https://t.co/rMVGc3zDpK']	['lang2', 'lang1', 'lang1', 'lang1', 'other']	positive
67	you had one job...autogoal no es uno de ellos	['you', 'had', 'one', 'job', '..', '.', 'autogoal', 'no', 'es', 'uno', 'de', 'ellos']	['lang1', 'lang1', 'lang1', 'lang1', 'other', 'other', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2']	negative
68	Nuestro local abierto!Te esperamos sabado y domingo full descuentos navideños! Dir: Malecón 123 y olmedo local b19 http://t.co/bIsyWQTlCI	['Nuestro', 'local', 'abierto', '!', 'Te', 'esperamos', 'sabado', 'y', 'domingo', 'full', 'descuentos', 'navideños', '!', 'Dir', ':', 'Malecón', '123', 'y', 'olmedo', 'local', 'b19', 'http://t.co/bIsyWQTlCI']	['lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'other', 'lang2', 'other', 'ne', 'other', 'lang2', 'ne', 'lang2', 'other', 'other']	positive
69	“@RashelDiaz: Mi look del dia de hoy!Comenzando la semana unnuevodia gracias @angieestilo #bebestore http://t.co/Hi4LRKhZCS”  #fashionable	['“', '@RashelDiaz', ':', 'Mi', 'look', 'del', 'dia', 'de', 'hoy', '!', 'Comenzando', 'la', 'semana', 'unnuevodia', 'gracias', '@angieestilo', '#bebestore', 'http://t.co/Hi4LRKhZCS', '”', '#fashionable']	['other', 'other', 'other', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'ne', 'other', 'other', 'lang1']	positive
70	Alerta chicas: #BetterMatters para @JASMINEVILLEGAS, que llega hoy al stage de #FestivalPeople con mucho que decir. http://t.co/D78Z2eg5sT	['Alerta', 'chicas', ':', '#BetterMatters', 'para', '@JASMINEVILLEGAS', ',', 'que', 'llega', 'hoy', 'al', 'stage', 'de', '#FestivalPeople', 'con', 'mucho', 'que', 'decir', '.', 'http://t.co/D78Z2eg5sT']	['lang2', 'lang2', 'other', 'lang1', 'lang2', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other']	positive
71	Rock your self Girl 👻  ATTRACTION New Collection  Ya disponible en el local. Ph enfasisec  #new… https://t.co/ulhEz6PH8e	['Rock', 'your', 'self', 'Girl', '👻', 'ATTRACTION', 'New', 'Collection', 'Ya', 'disponible', 'en', 'el', 'local', '.', 'Ph', 'enfasisec', '#new', '…', 'https://t.co/ulhEz6PH8e']	['lang1', 'lang1', 'lang1', 'lang1', 'other', 'lang1', 'lang1', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'ne', 'lang2', 'lang1', 'other', 'other']	positive
72	Una foto en la que miles de personas demuestran que el Rap friki también es Rap. ❤️#YosoyunRapPlayer https://t.co/hFQ34EMACE	['Una', 'foto', 'en', 'la', 'que', 'miles', 'de', 'personas', 'demuestran', 'que', 'el', 'Rap', 'friki', 'también', 'es', 'Rap', '.', '❤', '️', '#YosoyunRapPlayer', 'https://t.co/hFQ34EMACE']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'other', 'other', 'other', 'mixed', 'other']	positive
73	@GiaVq nena estos días han estado nasty! Entre a las 4am vi tu llamada a las 2am.	['@GiaVq', 'nena', 'estos', 'días', 'han', 'estado', 'nasty', '!', 'Entre', 'a', 'las', '4am', 'vi', 'tu', 'llamada', 'a', 'las', '2am', '.']	['other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'other', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other']	negative
74	El momento más triste... Cuando encuentran el Twix que habías escondido para el midnight snack	['El', 'momento', 'más', 'triste', '..', '.', 'Cuando', 'encuentran', 'el', 'Twix', 'que', 'habías', 'escondido', 'para', 'el', 'midnight', 'snack']	['lang2', 'lang2', 'lang2', 'lang2', 'other', 'other', 'lang2', 'lang2', 'lang2', 'ne', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang1']	negative
75	#domirriqueños #Movie  Trabaja duro para que el fruto se vea... CONGRATS @moluskein https://t.co/sgn4Ygwyvg	['#domirrique', 'ños', '#Movie', 'Trabaja', 'duro', 'para', 'que', 'el', 'fruto', 'se', 'vea', '..', '.', 'CONGRATS', '@moluskein', 'https://t.co/sgn4Ygwyvg']	['lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other', 'lang1', 'other', 'other']	positive
76	RT @deanfluence: This Golden Retriever got stung by a wasp & ended up with a swollen face. Hes taking it rather well & looks adorable https…	['RT', '@deanfluence', ':', 'This', 'Golden', 'Retriever', 'got', 'stung', 'by', 'a', 'wasp', '&', 'ended', 'up', 'with', 'a', 'swollen', 'face', '.', 'Hes', 'taking', 'it', 'rather', 'well', '&', 'looks', 'adorable', 'https', '…']	['other', 'other', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'lang1', 'lang2', 'other', 'other']	neutral
77	A ver si termino el siguiente Rap Play ya!!!! :D	['A', 'ver', 'si', 'termino', 'el', 'siguiente', 'Rap', 'Play', 'ya', '!!', '!!', ':D']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'other', 'other', 'other']	positive
78	RT @Jona_nator: @camibeatriz13 De 115 mph a 35 mph real quick.	['RT', '@Jona_nator', ':', '@camibeatriz13', 'De', '115', 'mph', 'a', '35', 'mph', 'real', 'quick', '.']	['other', 'other', 'other', 'other', 'lang2', 'other', 'lang1', 'lang2', 'other', 'lang1', 'lang1', 'lang1', 'other']	positive
79	lol nunca he ido a un jazz	['lol', 'nunca', 'he', 'ido', 'a', 'un', 'jazz']	['lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1']	positive
80	Últimos días de buena vida con Omar🍃🌻☀️ @ Ocean Park Beach https://t.co/Z9p25hJDyW	['Últimos', 'días', 'de', 'buena', 'vida', 'con', 'Omar', '🍃🌻☀️', '@', 'Ocean', 'Park', 'Beach', 'https://t.co/Z9p25hJDyW']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'ne', 'other', 'other', 'lang1', 'lang1', 'lang1', 'other']	positive
81	@claudiafashions super baby u #rock #stylist tq Amiga de verdad! Muak	['@claudiafashions', 'super', 'baby', 'u', '#rock', '#stylist', 'tq', 'Amiga', 'de', 'verdad', '!', 'Muak']	['other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2']	positive
82	RT @ivana_andrea5: cansada con cojones de tus mierdas y anyway te busco la vuelta porque pa mi vales un millon	['RT', '@ivana_andrea5', ':', 'cansada', 'con', 'cojones', 'de', 'tus', 'mierdas', 'y', 'anyway', 'te', 'busco', 'la', 'vuelta', 'porque', 'pa', 'mi', 'vales', 'un', 'millon']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2']	positive
83	RT @ale__figueroa: Tengo que ponerme fit de que ya💩	['RT', '@ale__figueroa', ':', 'Tengo', 'que', 'ponerme', 'fit', 'de', 'que', 'ya', '💩']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'other']	negative
84	RT @RapWaraBabe: @Kronnomc jajjajaj  los tips para conquistar a una mujer ....SER KRONNO,,,,,, OMG lo hare jajajaja XD https://t.co/jOE6te2…	['RT', '@RapWaraBabe', ':', '@Kronnomc', 'jajjajaj', 'los', 'tips', 'para', 'conquistar', 'a', 'una', 'mujer', '..', '..', 'SER', 'KRONNO', ',,,,,,', 'OMG', 'lo', 'hare', 'jajajaja', 'XD', 'https://t.co/jOE6te2', '…']	['other', 'other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other', 'lang2', 'lang1', 'other', 'lang1', 'lang2', 'lang2', 'lang2', 'other', 'other', 'other']	positive
85	RT @gasolinadrink: Comerio ya tiene Sangriiia Frozen! Llégale a Yavos Bar & Grill y comienza el weekend desde hoy! #Sangriiia https://t.co/…	['RT', '@gasolinadrink', ':', 'Comerio', 'ya', 'tiene', 'Sangriiia', 'Frozen', '!', 'Llégale', 'a', 'Yavos', 'Bar', '&', 'Grill', 'y', 'comienza', 'el', 'weekend', 'desde', 'hoy', '!', '#Sangriiia', 'https://t.co/', '…']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'other', 'lang2', 'lang2', 'ne', 'lang2', 'other', 'lang1', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'other', 'lang2', 'other', 'other']	positive
86	"RT @godwilbur: ME CAGO EN LA HOSTIA THE INCREDIBLES 2 SALE EN JUNIO 21 DE 2019. MÁS VALE QUE ESA PELÍCULA DURE 5 HORAS Y DIGA ""BASADA EN HE…"	"['RT', '@godwilbur', ':', 'ME', 'CAGO', 'EN', 'LA', 'HOSTIA', 'THE', 'INCREDIBLES', '2', 'SALE', 'EN', 'JUNIO', '21', 'DE', '2019', '.', 'MÁS', 'VALE', 'QUE', 'ESA', 'PELÍCULA', 'DURE', '5', 'HORAS', 'Y', 'DIGA', '""', 'BASADA', 'EN', 'HE', '…']"	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'other']	positive
87	Esto es lo que pasa cuando te critica Cabronazi en Facebook pero le sale mal porque los zombers me apoyan! Z4E❤️😝 https://t.co/YLi5Vsg8E2	['Esto', 'es', 'lo', 'que', 'pasa', 'cuando', 'te', 'critica', 'Cabronazi', 'en', 'Facebook', 'pero', 'le', 'sale', 'mal', 'porque', 'los', 'zombers', 'me', 'apoyan', '!', 'Z4E', '❤', '️😝', 'https://t.co/YLi5Vsg8E2']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'ne', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'other', 'other', 'other', 'other', 'other']	positive
88	RT @brvvdley: yo soy fun y vacilo cc; pero a la hora de ciertas cosas, soy bien serio con lo mío, mi vida y mis cosas, hay que dejar la ign…	['RT', '@brvvdley', ':', 'yo', 'soy', 'fun', 'y', 'vacilo', 'cc', ';', 'pero', 'a', 'la', 'hora', 'de', 'ciertas', 'cosas', ',', 'soy', 'bien', 'serio', 'con', 'lo', 'mío', ',', 'mi', 'vida', 'y', 'mis', 'cosas', ',', 'hay', 'que', 'dejar', 'la', 'ign', '…']	['other', 'other', 'other', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other']	positive
89	Zombers parece que no les bastó con 50.000 votos en PVloguer, Solo cuentan los RT a este Twit para pasar de ronda #PREMIOSVLOGGER #PV25	['Zombers', 'parece', 'que', 'no', 'les', 'bastó', 'con', '50.000', 'votos', 'en', 'PVloguer', ',', 'Solo', 'cuentan', 'los', 'RT', 'a', 'este', 'Twit', 'para', 'pasar', 'de', 'ronda', '#PREMIOSVLOGGER', '#PV25']	['lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'ne', 'other', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'ne', 'other']	positive
90	Vamos a darle uso a los emoticonos marginados! Aqui teneis New York! 🏨🏬🏫🏫🏭🏢🏢🏪🏤🏡🏤💒 que os parece? XD un gran tweet no?	['Vamos', 'a', 'darle', 'uso', 'a', 'los', 'emoticonos', 'marginados', '!', 'Aqui', 'teneis', 'New', 'York', '!', '🏨🏬🏫🏫🏭🏢🏢🏪🏤🏡🏤💒', 'que', 'os', 'parece', '?', 'XD', 'un', 'gran', 'tweet', 'no', '?']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang1', 'ne', 'other', 'other', 'lang2', 'lang2', 'lang2', 'other', 'other', 'lang2', 'lang2', 'lang1', 'lang2', 'other']	positive
91	RT @MrJaimito_: Todo esto es culpa de Fatmagül. #RIPTwitter	['RT', '@MrJaimito_', ':', 'Todo', 'esto', 'es', 'culpa', 'de', 'Fatmagül', '.', '#RIPTwitter']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'ne', 'other', 'lang1']	positive
92	"Que la Infección se propague "" RAPERS... """	"['Que', 'la', 'Infección', 'se', 'propague', '""', 'RAPERS', '..', '.', '""']"	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang1', 'other', 'other', 'other']	neutral
93	"RT @AleIsabel250: @farianav  -frosted cookies -soccer -dramas -misioneo  -not caring for certain things  -""goldi"" -R"	"['RT', '@AleIsabel250', ':', '@farianav', '-frosted', 'cookies', '-soccer', '-dramas', '-misioneo', '-not', 'caring', 'for', 'certain', 'things', '-', '""', 'goldi', '""', '-R']"	['other', 'other', 'other', 'other', 'lang1', 'lang1', 'lang1', 'lang1', 'lang2', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'other', 'ne', 'other', 'lang1']	neutral
94	C pone mas fea la cosa: Según @787NewsNetwork Trailer Bridge, Inc., 1 d 4 compañías navieras que trae bienes a Puerto Rico radica QUIEBRA.	['C', 'pone', 'mas', 'fea', 'la', 'cosa', ':', 'Según', '@787NewsNetwork', 'Trailer', 'Bridge', ',', 'Inc', '.,', '1', 'd', '4', 'compañías', 'navieras', 'que', 'trae', 'bienes', 'a', 'Puerto', 'Rico', 'radica', 'QUIEBRA', '.']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'other', 'lang1', 'lang1', 'other', 'ne', 'other', 'other', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'ne', 'ne', 'lang2', 'lang2', 'other']	negative
95	RT @UforiaMusica: ¡Más exclusivas! @juanes @sebastianrulli @Anboy88 @CamilaMX @BoseOfficial #LatinGRAMMY #EntreLaMusica @VerizonLatino http…	['RT', '@UforiaMusica', ':', '¡', 'Más', 'exclusivas', '!', '@juanes', '@sebastianrulli', '@Anboy88', '@CamilaMX', '@BoseOfficial', '#LatinGRAMMY', '#EntreLaMusica', '@VerizonLatino', 'http', '…']	['other', 'other', 'other', 'other', 'lang2', 'lang2', 'other', 'other', 'other', 'other', 'other', 'other', 'lang1', 'lang2', 'other', 'other', 'other']	positive
96	@liliaescalona Yo se, mira la pic q acabo de post	['@liliaescalona', 'Yo', 'se', ',', 'mira', 'la', 'pic', 'q', 'acabo', 'de', 'post']	['other', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1']	negative
97	#zoolander2 #ParamountPictures #Premier #fashionShow #Movie Imagen Modeling by La  Gatita. https://t.co/4MFkF4uHCa	['#zoolander2', '#ParamountPictures', '#Premier', '#fashionShow', '#Movie', 'Imagen', 'Modeling', 'by', 'La', 'Gatita', '.', 'https://t.co/4MFkF4uHCa']	['other', 'ne', 'lang1', 'lang1', 'lang1', 'lang2', 'lang1', 'lang1', 'lang2', 'lang2', 'other', 'other']	positive
98	A comer con mi Honey @NEGROPR76 un #oldsanjuan	['A', 'comer', 'con', 'mi', 'Honey', '@NEGROPR76', 'un', '#oldsanjuan']	['lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'other', 'lang2', 'ne']	positive
99	Ready for tonight !!! Lista con mi outfit para esta noche!!!🎉💥!!!  HOY SALHUA OPEN  HOY SALHUA OPEN  10 am a 5 pm https://t.co/ZpNS0Wnaau	['Ready', 'for', 'tonight', '!!', '!', 'Lista', 'con', 'mi', 'outfit', 'para', 'esta', 'noche', '!!', '!', '🎉💥', '!!', '!', 'HOY', 'SALHUA', 'OPEN', 'HOY', 'SALHUA', 'OPEN', '10', 'am', 'a', '5', 'pm', 'https://t.co/ZpNS0Wnaau']	['lang1', 'lang1', 'lang1', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'other', 'other', 'other', 'other', 'other', 'lang2', 'ne', 'lang1', 'lang2', 'ne', 'lang1', 'other', 'lang2', 'lang2', 'other', 'lang2', 'other']	neutral
100	"by beatrizstylist ""#YSEA @Telemundo nosotras somos #CDS contestants duo #styling las #estilistas de… http://t.co/SV8yfyZJlc"	"['by', 'beatrizstylist', '""', '#YSEA', '@Telemundo', 'nosotras', 'somos', '#CDS', 'contestants', 'duo', '#styling', 'las', '#estilistas', 'de', '…', 'http://t.co/SV8yfyZJlc']"	['lang1', 'ne', 'other', 'ambiguous', 'other', 'lang2', 'lang2', 'other', 'lang1', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'other', 'other']	positive
101	@anogguera eres vegan, i cann't	"['@anogguera', 'eres', 'vegan', ',', 'i', 'can', ""n't""]"	['other', 'lang2', 'lang2', 'other', 'lang1', 'lang1', 'lang1']	positive
102	Simple sencilla y chic #salhuaclothing Low top tunic Blouse #salhuaoutfit OPEN 10:00 a 7:00 pm #AllYouNeedIsEcuador https://t.co/cgoqftl9F1	['Simple', 'sencilla', 'y', 'chic', '#salhuaclothing', 'Low', 'top', 'tunic', 'Blouse', '#salhuaoutfit', 'OPEN', '10:00', 'a', '7:00', 'pm', '#AllYouNeedIsEcuador', 'https://t.co/cgoqftl9F1']	['lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'lang2', 'other', 'lang1', 'lang1', 'other']	negative
103	RT @JudithPatinoRod: Twitter Party ready to start!  #LOSDOMIRRIQUENOS @TEAMLAGATITA @elzol1067fm https://t.co/YwKqQ1IXq3	['RT', '@JudithPatinoRod', ':', 'Twitter', 'Party', 'ready', 'to', 'start', '!', '#LOSDOMIRRIQUENOS', '@TEAMLAGATITA', '@elzol1067fm', 'https://t.co/YwKqQ1IXq3']	['other', 'other', 'other', 'ne', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'lang2', 'other', 'other', 'other']	positive
104	RT @cedecuizi: #PrayForPaco #SobreviviendoComoPaco #EspecialDeWapa	['RT', '@cedecuizi', ':', '#PrayForPaco', '#SobreviviendoComoPaco', '#EspecialDeWapa']	['other', 'other', 'other', 'lang1', 'lang2', 'lang2']	positive
105	@hectorgfigueroa @dccsierra wow Daniella, las blue ladies no se supone que cometan errores como este	['@hectorgfigueroa', '@dccsierra', 'wow', 'Daniella', ',', 'las', 'blue', 'ladies', 'no', 'se', 'supone', 'que', 'cometan', 'errores', 'como', 'este']	['other', 'other', 'lang1', 'ne', 'other', 'lang2', 'lang1', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2']	neutral
106	Que frío gosh	['Que', 'frío', 'gosh']	['lang2', 'lang2', 'lang1']	neutral
107	Un héroe ciego es como un fénix consumido  por el fuego hecho cenizas sin más fuerzas para resurgir de nuevo! CIVIL WAR RAP! 🔥🔥😍	['Un', 'héroe', 'ciego', 'es', 'como', 'un', 'fénix', 'consumido', 'por', 'el', 'fuego', 'hecho', 'cenizas', 'sin', 'más', 'fuerzas', 'para', 'resurgir', 'de', 'nuevo', '!', 'CIVIL', 'WAR', 'RAP', '!', '🔥🔥😍']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang1', 'lang1', 'lang1', 'other', 'other']	positive
